Subject Number,Gender,"Acromial Height, Sitting (mm)",Ankle Circumference (mm),Spine-to-Shoulder (mm),Spine-to-Elbow (mm),Arm Length (Spine to Wrist) (mm),Arm Length (Shoulder to Wrist) (mm),Arm Length (Shoulder to Elbow) (mm),Armscye Circumference (Scye Circ Over Acromion) (mm),Bizygomatic Breadth (mm),Chest Circumference (mm),Bust/Chest Circumference Under Bust (mm),Buttock-Knee Length (mm),Chest Girth at Scye (Chest Circumference at Scye)(mm),Crotch Height (mm),"Elbow Height, Sitting (mm)","Eye Height, Sitting (mm)",Face Length (mm),Foot Length (mm),Hand Circumference (mm),Hand Length (mm),Head Breadth (mm),Head Circumference (mm),Head Length (mm),"Hip Breadth, Sitting (mm)","Hip Circumference, Maximum (mm)",Hip Circ Max Height (mm),Knee Height (mm),Neck Base Circumference (mm),Shoulder Breadth (mm),Sitting Height (mm),Stature (mm),Subscapular Skinfold (mm),Thigh Circumference (mm),Thigh Circumference Max Sitting (mm),Thumb Tip Reach (mm),TTR 1 (mm),TTR 2 (mm),TTR 3 (mm),Triceps Skinfold (mm),Total Crotch Length (Crotch Length) (mm),Vertical Trunk Circumference (mm),"Waist Circumference, Pref (mm)",Waist Front Length (mm),"Waist Height, Preferred (mm)",Weight (kg),frontal_image,lateral_image,frontal_mask,lateral_mask
1214,Female,536.0,224.0,189.0,503.0,780.0,591.0,314.0,424.0,139.0,945.0,805.0,584.0,890.0,737.0,185.0,726.0,101.0,226.0,183.0,172.0,149.0,562.0,196.0,386.0,1031.0,797.0,495.0,393.0,420.0,845.0,1609.0,21.5,582.0,559.0,744.3,750.0,735.0,748.0,29.5,705.0,1507.0,752.0,345.0,1006.0,63.04,csr1214a_frontal.png,csr1214a_lateral.png,csr1214a_frontal_mask.png,csr1214a_lateral_mask.png
1216,Male,588.0,267.0,212.0,538.0,842.0,630.0,326.0,429.0,142.0,978.0,,576.0,1001.0,762.0,225.0,784.0,115.0,268.0,213.0,207.0,158.0,564.0,189.0,370.0,997.0,892.0,554.0,445.0,476.0,901.0,1726.0,9.0,557.0,559.0,824.3,820.0,826.0,827.0,5.0,743.0,1662.0,846.0,366.0,1035.0,76.87,csr1216a_frontal.png,csr1216a_lateral.png,csr1216a_frontal_mask.png,csr1216a_lateral_mask.png
1220,Female,528.0,254.0,202.0,529.0,835.0,633.0,327.0,367.0,134.0,893.0,749.0,644.0,881.0,829.0,175.0,709.0,112.0,256.0,166.0,202.0,145.0,572.0,196.0,405.0,1122.0,846.0,555.0,400.0,431.0,834.0,1683.0,11.5,679.0,642.0,786.6,780.0,792.0,788.0,16.0,665.0,1538.0,709.0,368.0,1063.0,70.29,csr1220a_frontal.png,csr1220a_lateral.png,csr1220a_frontal_mask.png,csr1220a_lateral_mask.png
1221,Female,543.0,232.0,186.0,510.0,783.0,597.0,324.0,384.0,127.0,924.0,794.0,587.0,874.0,755.0,211.0,724.0,109.0,225.0,182.0,169.0,137.0,532.0,180.0,352.0,929.0,810.0,503.0,388.0,417.0,827.0,1617.0,24.0,544.0,511.0,728.3,730.0,730.0,725.0,22.5,665.0,1476.0,725.0,355.0,1006.0,56.92,csr1221a_frontal.png,csr1221a_lateral.png,csr1221a_frontal_mask.png,csr1221a_lateral_mask.png
1222,Female,561.0,251.0,205.0,513.0,801.0,596.0,308.0,392.0,133.0,889.0,761.0,576.0,865.0,748.0,227.0,767.0,103.0,239.0,197.0,178.0,144.0,539.0,186.0,385.0,1005.0,798.0,500.0,422.0,439.0,884.0,1655.0,10.0,604.0,590.0,741.6,744.0,742.0,739.0,24.0,710.0,1560.0,720.0,351.0,1035.0,65.31,csr1222a_frontal.png,csr1222a_lateral.png,csr1222a_frontal_mask.png,csr1222a_lateral_mask.png
1223,Male,661.0,245.0,218.0,580.0,890.0,672.0,362.0,444.0,145.0,1007.0,,652.0,1012.0,846.0,258.0,884.0,132.0,289.0,213.0,222.0,157.0,587.0,213.0,431.0,1108.0,946.0,595.0,472.0,501.0,1013.0,1922.0,18.5,647.0,660.0,842.3,844.0,839.0,844.0,15.0,723.0,1832.0,993.0,459.0,1123.0,95.46,csr1223a_frontal.png,csr1223a_lateral.png,csr1223a_frontal_mask.png,csr1223a_lateral_mask.png
1224,Male,599.0,264.0,214.0,528.0,805.0,591.0,314.0,450.0,143.0,927.0,,597.0,976.0,761.0,249.0,803.0,124.0,258.0,214.0,197.0,159.0,599.0,206.0,369.0,1000.0,842.0,531.0,457.0,495.0,907.0,1713.0,16.0,583.0,589.0,764.0,752.0,772.0,768.0,16.0,670.0,1643.0,810.0,395.0,1026.0,74.15,csr1224a_frontal.png,csr1224a_lateral.png,csr1224a_frontal_mask.png,csr1224a_lateral_mask.png
1225,Female,529.0,226.0,177.0,447.0,697.0,520.0,270.0,341.0,124.0,801.0,681.0,505.0,779.0,660.0,240.0,706.0,115.0,217.0,174.0,168.0,147.0,538.0,186.0,320.0,861.0,693.0,447.0,387.0,392.0,824.0,1509.0,10.0,500.0,492.0,611.3,614.0,612.0,608.0,12.0,623.0,1399.0,557.0,325.0,913.0,45.8,csr1225a_frontal.png,csr1225a_lateral.png,csr1225a_frontal_mask.png,csr1225a_lateral_mask.png
1227,Female,623.0,238.0,192.0,516.0,801.0,609.0,324.0,373.0,131.0,869.0,751.0,589.0,828.0,815.0,277.0,802.0,119.0,238.0,190.0,190.0,147.0,543.0,196.0,340.0,884.0,886.0,549.0,433.0,408.0,928.0,1775.0,7.5,485.0,471.0,764.6,770.0,754.0,770.0,7.0,573.0,1576.0,764.0,399.0,1036.0,57.37,csr1227a_frontal.png,csr1227a_lateral.png,csr1227a_frontal_mask.png,csr1227a_lateral_mask.png
1229,Female,540.0,234.0,193.0,524.0,810.0,617.0,331.0,407.0,136.0,965.0,801.0,596.0,944.0,756.0,186.0,734.0,112.0,249.0,185.0,197.0,148.0,536.0,187.0,392.0,1052.0,886.0,534.0,386.0,440.0,845.0,1641.0,20.0,614.0,605.0,779.6,785.0,776.0,778.0,23.0,738.0,1530.0,769.0,323.0,1048.0,66.21,csr1229a_frontal.png,csr1229a_lateral.png,csr1229a_frontal_mask.png,csr1229a_lateral_mask.png
1230,Male,614.0,272.0,202.0,542.0,832.0,630.0,340.0,445.0,145.0,1082.0,,611.0,1073.0,753.0,262.0,803.0,124.0,268.0,193.0,194.0,157.0,581.0,204.0,374.0,1001.0,862.0,536.0,458.0,516.0,926.0,1735.0,35.0,587.0,585.0,804.0,800.0,805.0,807.0,13.0,645.0,1679.0,967.0,488.0,1015.0,85.03,csr1230a_frontal.png,csr1230a_lateral.png,csr1230a_frontal_mask.png,csr1230a_lateral_mask.png
1231,Female,567.0,241.0,192.0,522.0,805.0,613.0,330.0,360.0,138.0,865.0,764.0,590.0,873.0,781.0,230.0,740.0,103.0,248.0,183.0,178.0,148.0,571.0,194.0,399.0,1021.0,803.0,514.0,391.0,421.0,871.0,1668.0,8.0,594.0,586.0,737.0,725.0,744.0,742.0,12.0,666.0,1518.0,692.0,370.0,1043.0,61.68,csr1231a_frontal.png,csr1231a_lateral.png,csr1231a_frontal_mask.png,csr1231a_lateral_mask.png
1232,Male,705.0,287.0,212.0,570.0,886.0,674.0,358.0,432.0,152.0,1010.0,,628.0,1007.0,828.0,314.0,908.0,126.0,279.0,222.0,211.0,155.0,584.0,200.0,370.0,952.0,913.0,580.0,438.0,458.0,1023.0,1889.0,7.5,525.0,515.0,869.3,867.0,878.0,863.0,5.0,705.0,1794.0,862.0,417.0,1124.0,74.83,csr1232a_frontal.png,csr1232a_lateral.png,csr1232a_frontal_mask.png,csr1232a_lateral_mask.png
1233,Female,586.0,231.0,192.0,521.0,792.0,600.0,329.0,399.0,127.0,957.0,802.0,582.0,894.0,747.0,245.0,789.0,96.0,241.0,198.0,179.0,148.0,544.0,188.0,421.0,1083.0,798.0,512.0,415.0,410.0,896.0,1675.0,15.0,644.0,665.0,747.3,746.0,747.0,749.0,22.0,604.0,1603.0,869.0,433.0,973.0,73.47,csr1233a_frontal.png,csr1233a_lateral.png,csr1233a_frontal_mask.png,csr1233a_lateral_mask.png
1234,Male,619.0,288.0,200.0,546.0,878.0,678.0,346.0,460.0,152.0,1073.0,,648.0,1043.0,836.0,241.0,791.0,126.0,293.0,226.0,218.0,167.0,580.0,193.0,408.0,1062.0,960.0,586.0,469.0,473.0,921.0,1815.0,21.5,587.0,586.0,850.3,853.0,850.0,848.0,14.0,698.0,1763.0,977.0,458.0,1108.0,87.3,csr1234a_frontal.png,csr1234a_lateral.png,csr1234a_frontal_mask.png,csr1234a_lateral_mask.png
1235,Female,602.0,229.0,201.0,541.0,815.0,614.0,340.0,476.0,144.0,1041.0,923.0,573.0,943.0,714.0,246.0,780.0,103.0,235.0,186.0,181.0,147.0,545.0,180.0,380.0,1073.0,897.0,502.0,435.0,441.0,901.0,1677.0,29.0,584.0,556.0,772.6,778.0,774.0,766.0,37.0,735.0,1716.0,938.0,417.0,993.0,76.64,csr1235a_frontal.png,csr1235a_lateral.png,csr1235a_frontal_mask.png,csr1235a_lateral_mask.png
1236,Male,583.0,268.0,194.0,509.0,780.0,586.0,315.0,405.0,128.0,961.0,,572.0,937.0,742.0,234.0,760.0,,262.0,212.0,118.0,153.0,576.0,203.0,363.0,963.0,857.0,523.0,444.0,437.0,882.0,1671.0,15.0,531.0,531.0,769.6,760.0,780.0,769.0,11.5,593.0,1604.0,853.0,406.0,973.0,68.71,csr1236a_frontal.png,csr1236a_lateral.png,csr1236a_frontal_mask.png,csr1236a_lateral_mask.png
1237,Female,538.0,231.0,193.0,518.0,779.0,586.0,325.0,399.0,131.0,864.0,758.0,555.0,872.0,729.0,197.0,734.0,114.0,230.0,181.0,184.0,135.0,523.0,189.0,381.0,1011.0,780.0,500.0,400.0,421.0,832.0,1591.0,18.5,592.0,603.0,730.3,721.0,732.0,738.0,33.5,711.0,1530.0,707.0,308.0,1000.0,60.54,csr1237a_frontal.png,csr1237a_lateral.png,csr1237a_frontal_mask.png,csr1237a_lateral_mask.png
1238,Male,567.0,249.0,208.0,538.0,832.0,624.0,330.0,452.0,146.0,1079.0,,588.0,1075.0,745.0,224.0,777.0,114.0,264.0,203.0,200.0,159.0,571.0,195.0,385.0,1047.0,815.0,534.0,485.0,467.0,886.0,1690.0,19.5,626.0,629.0,777.6,773.0,786.0,774.0,14.0,697.0,1669.0,958.0,397.0,1015.0,85.03,csr1238a_frontal.png,csr1238a_lateral.png,csr1238a_frontal_mask.png,csr1238a_lateral_mask.png
1239,Female,541.0,238.0,228.0,525.0,777.0,549.0,297.0,413.0,144.0,1055.0,839.0,583.0,988.0,725.0,216.0,740.0,117.0,231.0,199.0,179.0,148.0,553.0,186.0,413.0,1086.0,801.0,505.0,433.0,454.0,846.0,1593.0,24.0,639.0,614.0,737.3,732.0,740.0,740.0,35.0,645.0,1595.0,885.0,427.0,957.0,75.28,csr1239a_frontal.png,csr1239a_lateral.png,csr1239a_frontal_mask.png,csr1239a_lateral_mask.png
1240,Female,555.0,237.0,208.0,527.0,803.0,595.0,319.0,377.0,129.0,920.0,787.0,620.0,898.0,792.0,219.0,784.0,111.0,244.0,183.0,188.0,146.0,543.0,184.0,428.0,1119.0,840.0,535.0,425.0,428.0,887.0,1704.0,20.5,668.0,652.0,722.6,719.0,723.0,726.0,26.5,788.0,1595.0,750.0,334.0,1093.0,75.28,csr1240a_frontal.png,csr1240a_lateral.png,csr1240a_frontal_mask.png,csr1240a_lateral_mask.png
1241,Female,578.0,244.0,197.0,497.0,754.0,557.0,300.0,438.0,143.0,1104.0,950.0,583.0,1008.0,673.0,273.0,738.0,107.0,235.0,190.0,166.0,147.0,560.0,190.0,439.0,1230.0,865.0,483.0,465.0,460.0,854.0,1590.0,41.0,650.0,638.0,697.6,703.0,695.0,695.0,43.0,779.0,1740.0,975.0,400.0,955.0,87.07,csr1241a_frontal.png,csr1241a_lateral.png,csr1241a_frontal_mask.png,csr1241a_lateral_mask.png
1242,Female,624.0,240.0,203.0,545.0,838.0,635.0,342.0,416.0,137.0,834.0,745.0,609.0,845.0,786.0,266.0,821.0,112.0,236.0,199.0,179.0,145.0,559.0,194.0,406.0,1048.0,843.0,529.0,407.0,423.0,936.0,1741.0,18.0,607.0,612.0,776.0,770.0,774.0,784.0,25.5,762.0,1628.0,683.0,363.0,1080.0,68.03,csr1242a_frontal.png,csr1242a_lateral.png,csr1242a_frontal_mask.png,csr1242a_lateral_mask.png
1243,Male,616.0,283.0,215.0,566.0,875.0,660.0,351.0,475.0,152.0,1108.0,,613.0,1100.0,775.0,240.0,823.0,122.0,280.0,216.0,197.0,163.0,577.0,199.0,387.0,1053.0,882.0,560.0,477.0,533.0,936.0,1781.0,33.5,594.0,598.0,802.0,808.0,800.0,798.0,27.0,624.0,1752.0,852.0,513.0,1017.0,92.97,csr1243a_frontal.png,csr1243a_lateral.png,csr1243a_frontal_mask.png,csr1243a_lateral_mask.png
1244,Male,608.0,304.0,230.0,592.0,910.0,680.0,362.0,484.0,153.0,1202.0,,654.0,1154.0,835.0,213.0,781.0,140.0,266.0,211.0,205.0,175.0,602.0,201.0,414.0,1095.0,990.0,597.0,521.0,535.0,932.0,1862.0,36.0,630.0,635.0,935.0,933.0,940.0,932.0,9.0,646.0,1847.0,991.0,445.0,1098.0,109.52,csr1244a_frontal.png,csr1244a_lateral.png,csr1244a_frontal_mask.png,csr1244a_lateral_mask.png
1245,Male,638.0,265.0,202.0,545.0,860.0,658.0,343.0,442.0,142.0,990.0,,659.0,994.0,866.0,256.0,837.0,112.0,260.0,210.0,213.0,152.0,560.0,196.0,376.0,998.0,949.0,589.0,447.0,493.0,952.0,1877.0,15.5,561.0,559.0,828.3,825.0,827.0,833.0,7.5,544.0,1720.0,880.0,482.0,1141.0,79.37,csr1245a_frontal.png,csr1245a_lateral.png,csr1245a_frontal_mask.png,csr1245a_lateral_mask.png
1246,Female,605.0,240.0,208.0,551.0,852.0,644.0,343.0,391.0,125.0,915.0,777.0,630.0,905.0,859.0,246.0,811.0,117.0,255.0,192.0,189.0,145.0,551.0,194.0,413.0,1054.0,896.0,575.0,417.0,436.0,908.0,1791.0,17.5,623.0,599.0,760.6,765.0,758.0,759.0,27.5,713.0,1645.0,741.0,356.0,1122.0,71.66,csr1246a_frontal.png,csr1246a_lateral.png,csr1246a_frontal_mask.png,csr1246a_lateral_mask.png
1248,Male,643.0,293.0,215.0,572.0,885.0,670.0,357.0,452.0,145.0,1012.0,,655.0,1002.0,858.0,256.0,846.0,125.0,275.0,205.0,198.0,155.0,588.0,206.0,393.0,1069.0,939.0,603.0,482.0,485.0,965.0,1873.0,30.0,649.0,650.0,824.3,825.0,820.0,828.0,28.5,752.0,1804.0,978.0,472.0,1162.0,95.92,csr1248a_frontal.png,csr1248a_lateral.png,csr1248a_frontal_mask.png,csr1248a_lateral_mask.png
1252,Male,562.0,262.0,217.0,531.0,802.0,585.0,314.0,479.0,150.0,1215.0,,619.0,1124.0,703.0,231.0,753.0,130.0,255.0,212.0,195.0,152.0,565.0,200.0,387.0,1123.0,859.0,522.0,466.0,552.0,850.0,1644.0,32.5,644.0,672.0,735.6,733.0,735.0,739.0,13.5,714.0,1737.0,1029.0,451.0,970.0,94.56,csr1252a_frontal.png,csr1252a_lateral.png,csr1252a_frontal_mask.png,csr1252a_lateral_mask.png
1253,Female,621.0,259.0,182.0,520.0,812.0,630.0,338.0,390.0,141.0,948.0,830.0,609.0,921.0,784.0,269.0,781.0,115.0,243.0,185.0,189.0,148.0,573.0,197.0,463.0,1139.0,847.0,534.0,443.0,423.0,907.0,1728.0,28.0,664.0,671.0,785.6,783.0,793.0,781.0,25.5,750.0,1660.0,814.0,352.0,1067.0,81.63,csr1253a_frontal.png,csr1253a_lateral.png,csr1253a_frontal_mask.png,csr1253a_lateral_mask.png
1255,Male,641.0,291.0,208.0,567.0,860.0,652.0,359.0,462.0,138.0,993.0,,667.0,1029.0,854.0,252.0,844.0,127.0,267.0,218.0,195.0,153.0,557.0,200.0,379.0,1059.0,911.0,595.0,450.0,490.0,977.0,1889.0,13.0,631.0,628.0,866.6,864.0,869.0,867.0,21.5,648.0,1776.0,825.0,450.0,1101.0,86.39,csr1255a_frontal.png,csr1255a_lateral.png,csr1255a_frontal_mask.png,csr1255a_lateral_mask.png
1256,Male,625.0,281.0,229.0,578.0,857.0,628.0,349.0,474.0,142.0,1052.0,,605.0,1069.0,787.0,262.0,859.0,124.0,277.0,221.0,194.0,153.0,582.0,202.0,403.0,1062.0,838.0,563.0,479.0,526.0,968.0,1779.0,15.5,653.0,641.0,767.3,760.0,769.0,773.0,13.0,622.0,1726.0,849.0,452.0,1035.0,89.8,csr1256a_frontal.png,csr1256a_lateral.png,csr1256a_frontal_mask.png,csr1256a_lateral_mask.png
1257,Male,611.0,287.0,193.0,535.0,831.0,638.0,342.0,435.0,139.0,1017.0,,613.0,997.0,756.0,248.0,821.0,122.0,278.0,211.0,212.0,154.0,565.0,202.0,377.0,1016.0,819.0,537.0,453.0,481.0,935.0,1754.0,12.0,576.0,578.0,803.0,798.0,799.0,812.0,11.0,667.0,1679.0,865.0,416.0,1038.0,76.87,csr1257a_frontal.png,csr1257a_lateral.png,csr1257a_frontal_mask.png,csr1257a_lateral_mask.png
1258,Male,593.0,265.0,195.0,524.0,817.0,622.0,329.0,434.0,148.0,969.0,,612.0,982.0,793.0,235.0,776.0,122.0,262.0,211.0,203.0,160.0,576.0,197.0,344.0,968.0,846.0,548.0,474.0,462.0,888.0,1736.0,25.5,550.0,550.0,808.3,806.0,814.0,805.0,15.0,602.0,1627.0,872.0,455.0,1044.0,72.79,csr1258a_frontal.png,csr1258a_lateral.png,csr1258a_frontal_mask.png,csr1258a_lateral_mask.png
1259,Male,609.0,311.0,226.0,612.0,942.0,716.0,386.0,499.0,143.0,1155.0,,691.0,1184.0,828.0,219.0,814.0,141.0,282.0,225.0,221.0,156.0,611.0,215.0,444.0,1250.0,933.0,616.0,469.0,560.0,953.0,1901.0,30.5,730.0,730.0,901.6,904.0,896.0,905.0,29.5,790.0,1908.0,1151.0,505.0,1123.0,123.13,csr1259a_frontal.png,csr1259a_lateral.png,csr1259a_frontal_mask.png,csr1259a_lateral_mask.png
1260,Male,672.0,308.0,242.0,626.0,946.0,704.0,384.0,570.0,166.0,1347.0,,725.0,1288.0,821.0,269.0,914.0,134.0,279.0,237.0,224.0,176.0,614.0,205.0,502.0,1375.0,990.0,623.0,590.0,571.0,1033.0,1954.0,46.0,791.0,795.0,888.0,896.0,885.0,883.0,30.5,1000.0,2120.0,1223.0,525.0,1174.0,148.3,csr1260a_frontal.png,csr1260a_lateral.png,csr1260a_frontal_mask.png,csr1260a_lateral_mask.png
1261,Male,609.0,271.0,192.0,533.0,837.0,645.0,341.0,432.0,145.0,974.0,,620.0,1000.0,803.0,236.0,805.0,129.0,260.0,220.0,202.0,163.0,566.0,185.0,375.0,980.0,894.0,552.0,421.0,469.0,934.0,1777.0,9.5,542.0,550.0,802.6,803.0,800.0,805.0,8.0,599.0,1629.0,843.0,447.0,1054.0,73.92,csr1261a_frontal.png,csr1261a_lateral.png,csr1261a_frontal_mask.png,csr1261a_lateral_mask.png
1262,Female,601.0,236.0,185.0,511.0,775.0,590.0,326.0,375.0,135.0,903.0,811.0,587.0,874.0,772.0,266.0,802.0,123.0,235.0,192.0,188.0,148.0,567.0,196.0,378.0,969.0,817.0,515.0,420.0,397.0,909.0,1710.0,11.0,560.0,574.0,725.3,726.0,724.0,726.0,12.0,712.0,1584.0,719.0,379.0,1057.0,64.85,csr1262a_frontal.png,csr1262a_lateral.png,csr1262a_frontal_mask.png,csr1262a_lateral_mask.png
1263,Female,595.0,255.0,206.0,572.0,869.0,663.0,366.0,459.0,131.0,1064.0,892.0,676.0,994.0,828.0,227.0,806.0,116.0,255.0,193.0,185.0,146.0,571.0,191.0,490.0,1259.0,1015.0,563.0,445.0,445.0,914.0,1795.0,25.5,734.0,697.0,815.3,812.0,804.0,830.0,28.0,772.0,1720.0,960.0,412.0,1133.0,99.77,csr1263a_frontal.png,csr1263a_lateral.png,csr1263a_frontal_mask.png,csr1263a_lateral_mask.png
1264,Male,652.0,280.0,195.0,525.0,826.0,631.0,330.0,474.0,148.0,1136.0,,606.0,1097.0,731.0,296.0,807.0,130.0,266.0,212.0,203.0,158.0,579.0,195.0,402.0,1066.0,859.0,548.0,468.0,489.0,936.0,1746.0,20.0,610.0,609.0,812.0,813.0,824.0,799.0,15.0,752.0,1814.0,976.0,430.0,1040.0,92.06,csr1264a_frontal.png,csr1264a_lateral.png,csr1264a_frontal_mask.png,csr1264a_lateral_mask.png
1265,Male,579.0,254.0,190.0,542.0,840.0,650.0,352.0,414.0,142.0,939.0,,577.0,953.0,812.0,216.0,777.0,117.0,266.0,192.0,201.0,154.0,561.0,192.0,340.0,897.0,842.0,551.0,419.0,457.0,899.0,1722.0,15.5,518.0,525.0,799.3,793.0,802.0,803.0,12.0,580.0,1555.0,786.0,416.0,1022.0,61.45,csr1265a_frontal.png,csr1265a_lateral.png,csr1265a_frontal_mask.png,csr1265a_lateral_mask.png
1266,Male,620.0,265.0,214.0,558.0,871.0,657.0,344.0,460.0,142.0,971.0,,595.0,989.0,775.0,242.0,786.0,123.0,266.0,200.0,212.0,149.0,578.0,207.0,369.0,967.0,866.0,554.0,480.0,475.0,939.0,1793.0,22.0,546.0,554.0,840.0,838.0,839.0,843.0,7.5,637.0,1720.0,858.0,432.0,1040.0,79.14,csr1266a_frontal.png,csr1266a_lateral.png,csr1266a_frontal_mask.png,csr1266a_lateral_mask.png
1268,Male,589.0,253.0,202.0,530.0,817.0,615.0,328.0,430.0,146.0,888.0,,587.0,923.0,766.0,230.0,764.0,121.0,252.0,204.0,192.0,156.0,574.0,193.0,352.0,993.0,830.0,538.0,452.0,490.0,902.0,1721.0,25.5,592.0,582.0,779.0,772.0,782.0,783.0,15.0,653.0,1627.0,822.0,418.0,1025.0,68.48,csr1268a_frontal.png,csr1268a_lateral.png,csr1268a_frontal_mask.png,csr1268a_lateral_mask.png
1269,Female,550.0,254.0,199.0,510.0,780.0,581.0,311.0,382.0,133.0,923.0,794.0,629.0,873.0,749.0,210.0,762.0,115.0,241.0,177.0,178.0,145.0,545.0,187.0,489.0,1200.0,786.0,517.0,395.0,420.0,875.0,1662.0,14.5,723.0,724.0,742.6,747.0,735.0,746.0,27.5,724.0,1632.0,852.0,415.0,1003.0,83.45,csr1269a_frontal.png,csr1269a_lateral.png,csr1269a_frontal_mask.png,csr1269a_lateral_mask.png
1271,Male,563.0,267.0,218.0,545.0,838.0,620.0,327.0,453.0,146.0,973.0,,605.0,1019.0,765.0,223.0,758.0,117.0,260.0,214.0,195.0,158.0,566.0,196.0,379.0,1052.0,829.0,530.0,503.0,507.0,865.0,1678.0,21.5,659.0,662.0,744.6,740.0,747.0,747.0,0.0,607.0,1696.0,869.0,470.0,973.0,83.22,csr1271a_frontal.png,csr1271a_lateral.png,csr1271a_frontal_mask.png,csr1271a_lateral_mask.png
1272,Male,587.0,252.0,211.0,528.0,807.0,596.0,317.0,392.0,139.0,898.0,,562.0,904.0,706.0,242.0,786.0,121.0,249.0,197.0,195.0,150.0,574.0,202.0,342.0,950.0,773.0,507.0,423.0,432.0,913.0,1681.0,12.0,539.0,556.0,773.0,777.0,777.0,765.0,7.5,597.0,1630.0,752.0,462.0,950.0,63.04,csr1272a_frontal.png,csr1272a_lateral.png,csr1272a_frontal_mask.png,csr1272a_lateral_mask.png
1273,Female,467.0,190.0,178.0,448.0,692.0,514.0,270.0,353.0,130.0,844.0,713.0,507.0,820.0,647.0,187.0,625.0,108.0,190.0,159.0,149.0,143.0,530.0,186.0,337.0,870.0,700.0,435.0,375.0,383.0,720.0,1382.0,29.0,542.0,524.0,646.0,654.0,642.0,642.0,27.0,596.0,1360.0,626.0,335.0,858.0,44.22,csr1273a_frontal.png,csr1273a_lateral.png,csr1273a_frontal_mask.png,csr1273a_lateral_mask.png
1274,Male,558.0,248.0,222.0,537.0,823.0,601.0,315.0,400.0,149.0,873.0,,559.0,922.0,724.0,224.0,777.0,116.0,244.0,188.0,185.0,158.0,556.0,186.0,367.0,987.0,805.0,514.0,432.0,472.0,905.0,1676.0,21.5,568.0,568.0,749.3,749.0,749.0,750.0,14.0,675.0,1547.0,780.0,369.0,1009.0,67.35,csr1274a_frontal.png,csr1274a_lateral.png,csr1274a_frontal_mask.png,csr1274a_lateral_mask.png
1275,Male,701.0,277.0,200.0,565.0,891.0,691.0,365.0,428.0,143.0,909.0,,628.0,939.0,872.0,310.0,900.0,133.0,290.0,203.0,215.0,151.0,600.0,213.0,355.0,958.0,933.0,600.0,460.0,463.0,1031.0,1946.0,9.0,536.0,537.0,859.3,874.0,849.0,855.0,10.5,596.0,1764.0,806.0,507.0,1101.0,70.98,csr1275a_frontal.png,csr1275a_lateral.png,csr1275a_frontal_mask.png,csr1275a_lateral_mask.png
1276,Male,647.0,278.0,216.0,587.0,922.0,706.0,371.0,503.0,144.0,1178.0,,669.0,1202.0,848.0,261.0,861.0,133.0,276.0,231.0,217.0,153.0,589.0,206.0,383.0,1103.0,966.0,579.0,514.0,540.0,958.0,1853.0,31.0,650.0,830.0,826.3,813.0,829.0,837.0,9.5,789.0,1839.0,1118.0,455.0,1136.0,107.48,csr1276a_frontal.png,csr1276a_lateral.png,csr1276a_frontal_mask.png,csr1276a_lateral_mask.png
1278,Male,545.0,247.0,250.0,522.0,808.0,558.0,272.0,470.0,142.0,1089.0,,588.0,1102.0,724.0,227.0,708.0,115.0,242.0,190.0,180.0,153.0,571.0,200.0,357.0,1005.0,817.0,512.0,453.0,513.0,825.0,1608.0,23.5,603.0,624.0,770.3,774.0,769.0,768.0,11.5,585.0,1597.0,823.0,463.0,942.0,80.5,csr1278a_frontal.png,csr1278a_lateral.png,csr1278a_frontal_mask.png,csr1278a_lateral_mask.png
1279,Female,562.0,233.0,202.0,523.0,799.0,597.0,321.0,353.0,134.0,818.0,717.0,600.0,840.0,777.0,229.0,747.0,121.0,236.0,179.0,190.0,145.0,564.0,194.0,384.0,1025.0,802.0,516.0,430.0,420.0,872.0,1666.0,16.0,586.0,589.0,751.6,751.0,753.0,751.0,20.5,645.0,1536.0,667.0,380.0,1020.0,59.18,csr1279a_frontal.png,csr1279a_lateral.png,csr1279a_frontal_mask.png,csr1279a_lateral_mask.png
1280,Female,539.0,254.0,215.0,545.0,837.0,622.0,330.0,470.0,142.0,1138.0,909.0,654.0,1102.0,769.0,190.0,699.0,114.0,249.0,211.0,192.0,145.0,603.0,192.0,453.0,1226.0,956.0,540.0,465.0,493.0,819.0,1640.0,34.0,713.0,676.0,785.6,785.0,787.0,785.0,37.5,755.0,1707.0,973.0,403.0,1037.0,93.88,csr1280a_frontal.png,csr1280a_lateral.png,csr1280a_frontal_mask.png,csr1280a_lateral_mask.png
1282,Male,625.0,301.0,222.0,558.0,852.0,630.0,336.0,522.0,142.0,1184.0,,635.0,1138.0,738.0,270.0,833.0,121.0,268.0,215.0,202.0,150.0,568.0,197.0,436.0,1165.0,830.0,545.0,501.0,532.0,941.0,1769.0,34.5,700.0,722.0,799.6,802.0,798.0,799.0,17.5,733.0,1842.0,1026.0,492.0,1014.0,109.07,csr1282a_frontal.png,csr1282a_lateral.png,csr1282a_frontal_mask.png,csr1282a_lateral_mask.png
